cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
1849,733,18,2018-07-21,0.0125,106117.9144615738,191298.79,85180.8755384262,1765.6801260016434,112,Média,Validação documentos
70,49,19,2011-12-23,0.01,129370.03775253311,190944.62,61574.58224746686,3406.809283997488,48,Extrema,Validação documentos
411,611,19,2010-01-25,0.0153,16101.857333448002,27237.48,11135.622666551995,902.3203798045248,21,Média,Validação documentos
1593,317,19,2017-12-28,0.0135,131054.28877316964,225354.74,94300.45122683032,2276.1554010804125,112,Baixa,Validação documentos
1652,506,19,2019-08-24,0.0154,141379.93776400632,247982.84,106602.90223599368,3489.3488500564417,64,Baixa,Validação documentos
1862,664,19,2018-11-20,0.0145,152883.64853476913,192177.16,39293.51146523086,4803.186281103721,43,Alta,Validação documentos
1890,442,19,2017-12-19,0.0194,139973.0527938083,195488.33,55515.27720619167,3131.9966016761305,105,Média,Validação documentos
1311,243,20,2022-04-03,0.0098,140577.8793644873,201068.12,60490.240635512695,4764.101986455611,35,Muito Baixa,Validação documentos
1415,82,20,2018-10-23,0.024,68426.28117345143,104815.19,36388.90882654858,1840.236454064096,94,Extrema,Validação documentos
770,944,21,2015-09-14,0.0218,41278.79378893297,67154.45,25875.656211067027,1636.9101382105066,37,Muito Alta,Validação documentos
868,5,21,2010-10-30,0.009,95588.57211433614,173050.34,77461.76788566385,1403.065110536431,106,Média Alta,Validação documentos
1012,981,21,2012-09-08,0.0193,105583.70258953204,205614.7,100030.99741046796,3070.5179848811067,57,Média,Validação documentos
1601,107,21,2018-01-21,0.0237,38977.166163906215,53357.45,14380.283836093784,4066.8959064149726,11,Muito Baixa,Validação documentos
175,135,22,2013-10-05,0.0219,26496.30976711353,49172.28,22675.97023288647,1347.435833224971,26,Muito Alta,Validação documentos
178,694,22,2017-08-19,0.0216,67887.71769488808,90968.57,23080.852305111926,1926.6025387757068,67,Média,Validação documentos
568,817,22,2010-02-27,0.0083,1547.4455866329265,2178.3,630.854413367074,97.97569742774125,17,Média,Validação documentos
705,103,22,2017-11-16,0.0228,36079.99850321882,60873.64,24793.64149678118,892.4875530586622,113,Média Alta,Validação documentos
775,449,22,2012-06-17,0.0137,9688.829149156012,14446.37,4757.540850843988,217.98190413317687,69,Muito Alta,Validação documentos
1803,677,22,2011-11-16,0.0112,155099.95178885176,228671.54,73571.58821114825,2726.748881440797,91,Extrema,Validação documentos
49,916,23,2013-08-30,0.0218,16166.075151508348,20300.8,4134.724848491651,394.2753249757332,104,Baixa,Validação documentos
168,376,23,2011-12-22,0.0131,190416.89621572528,226478.76,36061.863784274734,13269.325268706376,16,Média Alta,Validação documentos
1996,152,23,2021-09-19,0.0248,27454.48207553693,35170.43,7715.947924463068,725.299275411332,114,Alta,Validação documentos
12,527,24,2011-04-04,0.0176,5129.276748875792,6535.72,1406.4432511242085,444.86423062571447,13,Muito Alta,Validação documentos
118,111,24,2019-07-21,0.0206,110206.58802000953,174949.5,64742.91197999047,3026.7326916247,68,Média Alta,Validação documentos
447,634,24,2017-07-08,0.0208,26959.720724452683,34200.08,7240.359275547318,660.0876985293177,92,Média,Validação documentos
1123,764,24,2020-07-08,0.0208,135426.17774968923,188292.24,52866.06225031075,3108.155210826919,115,Baixa,Validação documentos
1182,376,24,2022-06-10,0.0126,113718.29520742808,176885.4,63167.10479257192,7473.188876758262,17,Alta,Validação documentos
1556,58,24,2022-02-24,0.0126,158065.1635638713,193160.85,35095.68643612873,2580.505132003008,118,Média Alta,Validação documentos
1872,260,24,2019-04-18,0.0094,168158.09218215066,234448.17,66290.07781784935,2757.7240144577936,91,Média,Validação documentos
28,90,25,2012-06-04,0.0098,44786.92783547352,60061.01,15274.08216452649,1682.304155496346,31,Extrema,Validação documentos
121,87,25,2017-12-11,0.0174,29024.332650477365,53930.86,24906.52734952264,979.7900737191512,42,Média,Validação documentos
941,429,25,2011-01-22,0.0107,30435.383313159804,52108.68,21673.2966868402,30761.041914610807,1,Muito Baixa,Validação documentos
1293,330,25,2015-04-24,0.0165,104671.53010031898,208308.58,103637.049899681,2097.112037813155,106,Muito Alta,Validação documentos
1517,700,25,2022-07-19,0.0144,134358.30479651075,164296.25,29937.945203489235,2441.2861567274213,110,Extrema,Validação documentos
1971,462,25,2019-04-29,0.0201,48587.75452822539,82752.85,34165.09547177461,2227.238939558387,29,Muito Alta,Validação documentos
81,279,26,2010-09-02,0.0137,65800.07678703526,111918.44,46118.363212964745,1535.5493945733622,65,Média Alta,Validação documentos
575,778,26,2012-09-05,0.0113,131018.79291831848,196110.87,65092.07708168153,2406.430899523011,85,Muito Alta,Validação documentos
1138,425,26,2013-02-20,0.0154,175996.62885735888,214598.6,38601.97114264111,8265.775192138386,26,Média,Validação documentos
1470,660,26,2017-07-05,0.0178,41604.70887242402,83041.15,41436.44112757597,848.2095776474165,117,Média Alta,Validação documentos
1578,527,26,2022-06-21,0.0093,173305.89409481987,224957.59,51651.69590518013,12431.884573853384,15,Média Alta,Validação documentos
1878,521,26,2011-02-12,0.0107,83570.50072330504,141770.03,58199.52927669496,5710.836209848752,16,Média,Validação documentos
1968,556,26,2011-07-19,0.013,36263.89027678243,45593.8,9329.909723217568,702.890151892254,86,Muito Baixa,Validação documentos
38,427,27,2015-05-25,0.0103,35423.99852133231,56750.68,21326.681478667688,559.6359060683624,103,Média Alta,Validação documentos
712,138,27,2010-08-26,0.0222,147228.59374468197,193295.68,46067.08625531802,4271.200341708905,66,Muito Baixa,Validação documentos
1774,347,27,2016-11-08,0.0197,158689.09170056856,234716.44,76027.34829943145,3489.189567770489,116,Média,Validação documentos
1848,444,27,2011-04-30,0.0224,40573.21731738899,61140.97,20567.752682611008,978.967548879964,119,Baixa,Validação documentos
1883,476,27,2014-09-12,0.0246,29530.19894616899,35056.88,5526.681053831008,2871.84646994975,12,Alta,Validação documentos
10,413,28,2020-03-29,0.0147,149661.36620798847,192346.8,42685.433792011536,2993.2945002973465,91,Extrema,Validação documentos
262,122,28,2011-04-14,0.0171,81836.81755518433,104094.88,22258.06244481566,1701.163834294396,102,Muito Alta,Validação documentos
297,746,28,2011-09-30,0.0209,105405.18991906976,166354.02,60948.83008093024,2780.204198616354,76,Muito Baixa,Validação documentos
354,662,28,2020-09-01,0.0151,122141.83298297766,242789.63,120647.79701702234,2752.2270028251305,74,Alta,Validação documentos
916,457,28,2021-02-11,0.0095,155359.45031283936,221739.32,66379.86968716065,4999.715244816966,37,Média,Validação documentos
1169,115,28,2018-08-30,0.0165,132221.1920141721,227756.23,95535.03798582792,2953.496333592705,82,Média,Validação documentos
1840,769,28,2022-11-09,0.0207,133660.49850055372,197742.96,64082.46149944628,4724.381745523744,43,Média Alta,Validação documentos
534,215,29,2014-12-24,0.0219,1493.208220191436,1923.68,430.47177980856407,142.84991291370957,12,Média,Validação documentos
583,600,29,2015-05-30,0.015,91583.78785583064,119903.6,28319.81214416936,2157.7442338579426,68,Alta,Validação documentos
957,604,29,2013-07-29,0.0189,23178.338766063687,36317.8,13139.461233936316,535.5266859476968,91,Alta,Validação documentos
1336,185,29,2013-01-08,0.0154,26426.44440319985,41567.94,15141.49559680015,1281.585944725221,25,Extrema,Validação documentos
1349,579,29,2016-11-03,0.0171,48549.133580351816,87596.5,39047.36641964818,4196.720915417252,13,Alta,Validação documentos
1516,933,29,2020-09-12,0.0096,89242.3186139296,159243.81,70001.4913860704,2643.3316237785107,41,Média Alta,Validação documentos
1907,52,29,2019-07-22,0.0147,93841.61325767262,164887.85,71046.2367423274,6278.793961696481,17,Muito Alta,Validação documentos
1974,897,29,2016-06-21,0.0232,13329.862562484108,16882.67,3552.8074375158903,780.4793048533629,22,Extrema,Validação documentos
346,163,30,2020-02-17,0.0213,112916.09717379576,143911.36,30995.262826204205,2862.65254892398,87,Baixa,Validação documentos
623,584,30,2011-11-20,0.0174,31351.031508509208,45070.3,13719.268491490797,1557.2181185432214,25,Muito Alta,Validação documentos
1162,812,30,2011-11-30,0.0102,162134.05929173777,214281.02,52146.96070826223,2800.1663812827387,88,Muito Alta,Validação documentos
1599,794,30,2011-09-15,0.0228,112893.181614916,160768.12,47874.938385084,8971.067165904484,15,Baixa,Validação documentos
1605,360,30,2022-06-02,0.0108,69184.68230077028,106081.03,36896.34769922972,1077.8576971656478,110,Média,Validação documentos
951,839,31,2016-08-25,0.0184,85930.34043741232,112946.38,27016.03956258768,1944.451550308428,92,Média Alta,Validação documentos
1963,392,31,2019-09-14,0.0242,66105.03196522572,96572.1,30467.06803477429,1737.5074043875104,106,Média Alta,Validação documentos
1984,588,31,2013-05-27,0.0249,101739.9832491802,193983.64,92243.65675081982,5089.533429096376,28,Muito Baixa,Validação documentos
40,182,32,2013-03-06,0.0176,79874.0233846514,99049.63,19175.606615348588,4109.08808980759,24,Baixa,Validação documentos
403,581,32,2010-12-02,0.0092,10920.919460007088,15667.98,4747.060539992912,261.28571856232054,53,Média Alta,Validação documentos
490,548,32,2013-04-02,0.0154,53880.42421975941,97323.94,43443.5157802406,1513.3800768523893,52,Muito Alta,Validação documentos
743,511,32,2015-10-17,0.0116,147211.86019452367,200167.25,52955.38980547632,7938.930011305473,21,Baixa,Validação documentos
964,949,32,2018-05-01,0.0209,16570.469300481163,27458.76,10888.290699518837,458.6975002541415,68,Muito Alta,Validação documentos
968,103,32,2013-06-21,0.013,93779.88027469598,115429.08,21649.19972530402,1706.718127222838,97,Muito Baixa,Validação documentos
1583,160,32,2021-01-27,0.0087,57813.791689955375,106288.07,48474.27831004463,6706.4150354284875,9,Muito Baixa,Validação documentos
889,246,33,2016-04-02,0.0177,103783.5098240736,175148.39,71364.8801759264,3364.7602761280486,45,Muito Alta,Validação documentos
1689,816,33,2014-11-06,0.0122,101627.79444961256,124087.64,22459.845550387447,3759.543106380213,33,Muito Alta,Validação documentos
371,294,34,2016-01-18,0.0225,18580.96111054448,24331.13,5750.168889455524,901.645793816743,28,Muito Baixa,Validação documentos
1180,750,34,2010-10-21,0.0193,102268.5225830226,158960.17,56691.6474169774,3098.909735780887,53,Muito Baixa,Validação documentos
1288,471,34,2021-03-25,0.0137,71697.98553196914,118154.95,46456.96446803085,1673.1864710747163,65,Muito Baixa,Validação documentos
1787,391,34,2010-12-16,0.0169,54972.16099822337,83383.05,28410.88900177663,1479.4280324975784,59,Extrema,Validação documentos
143,519,35,2015-05-10,0.0124,69325.85305272753,101029.22,31703.36694727246,2511.360628724121,34,Alta,Validação documentos
574,396,35,2011-01-29,0.0115,72222.7476359368,87211.1,14988.352364063208,1536.7569731681194,68,Baixa,Validação documentos
1692,18,35,2013-06-15,0.0174,58403.13430787549,83810.27,25407.135692124517,1495.0743524685868,66,Alta,Validação documentos
71,804,36,2010-05-15,0.0228,66329.19776424803,98562.45,32233.25223575196,14186.857322226131,5,Alta,Validação documentos
473,462,36,2013-07-07,0.014,66532.94154234952,128266.34,61733.39845765048,4207.223868689319,18,Extrema,Validação documentos
987,815,36,2022-12-16,0.011,118495.6930524698,203830.96,85335.2669475302,2137.8655020889714,86,Baixa,Validação documentos
1079,569,36,2017-08-30,0.0097,41168.5784931806,52200.81,11032.231506819397,660.9900009452773,96,Média Alta,Validação documentos
1684,868,36,2020-12-21,0.016,124537.07048001364,172060.29,47523.21951998638,4886.843025390974,33,Alta,Validação documentos
1892,112,36,2017-10-02,0.0192,42179.43956624504,54439.24,12259.800433754956,923.8927802766435,110,Muito Baixa,Validação documentos
131,694,37,2021-01-17,0.0222,101045.7035109948,183975.03,82929.32648900522,7572.3458589139345,16,Alta,Validação documentos
172,381,37,2020-08-30,0.0186,90424.09410138064,135771.1,45347.00589861936,1897.5425069350913,118,Baixa,Validação documentos
468,961,37,2015-07-31,0.025,111860.21127272288,209814.23,97954.01872727713,3382.417851185469,71,Alta,Validação documentos
494,745,37,2015-11-03,0.0099,77031.16907807326,124517.06,47485.89092192674,1246.9020299273996,96,Baixa,Validação documentos
761,434,37,2011-04-19,0.0221,66852.91831875364,104830.16,37977.24168124636,2198.4950140585006,51,Média Alta,Validação documentos
1832,948,37,2015-05-21,0.0203,41083.986728143274,60138.63,19054.643271856727,2881.8532941897247,17,Extrema,Validação documentos
1867,650,37,2022-09-29,0.0223,44931.23632250553,62882.53,17951.293677494472,1103.938829749672,108,Muito Baixa,Validação documentos
1925,995,37,2022-03-11,0.0235,44324.37669876151,75272.77,30948.39330123849,2516.6690898317256,23,Muito Alta,Validação documentos
1966,679,37,2011-02-24,0.0215,149294.2331107296,178817.54,29523.30688927041,4489.643210581642,59,Alta,Validação documentos
222,173,38,2019-02-09,0.0233,137141.03069419687,166060.29,28919.259305803127,6900.4757830899725,27,Média,Validação documentos
480,560,38,2011-11-03,0.0083,70831.89477202413,107264.52,36432.62522797587,1204.6031908540033,81,Média Alta,Validação documentos
710,845,38,2012-07-14,0.0099,149926.13602760114,217880.51,67954.37397239888,2328.324612709243,103,Baixa,Validação documentos
890,685,38,2021-07-09,0.0159,12091.010425271164,16030.62,3939.609574728836,236.71210414404723,106,Média,Validação documentos
929,922,38,2021-08-09,0.0229,128793.35871362944,165356.94,36563.58128637054,3190.873527935656,114,Extrema,Validação documentos
1023,195,38,2014-09-07,0.022,92616.1312364778,127684.77,35068.63876352218,5355.723280901245,22,Muito Alta,Validação documentos
18,909,39,2018-11-14,0.0209,50519.774720541056,68706.61,18186.835279458945,1461.1161730536417,62,Média Alta,Validação documentos
395,724,39,2010-07-26,0.015,30797.012110352523,47054.31,16257.297889647472,4667.477034709657,7,Média Alta,Validação documentos
1954,391,39,2019-10-07,0.0198,111634.39674628989,178116.7,66482.30325371014,4135.339511534857,39,Muito Baixa,Validação documentos
1216,239,40,2019-08-14,0.0187,77700.32065498606,137032.72,59332.39934501393,2028.4590128735133,68,Média,Validação documentos
1438,261,40,2017-02-27,0.0201,72067.26247103437,138914.27,66847.00752896561,1688.7543005767354,98,Média,Validação documentos
1595,248,40,2022-08-19,0.022,4063.960370840003,5436.18,1372.219629159997,275.8646768083155,18,Muito Baixa,Validação documentos
1808,745,40,2016-05-24,0.0214,23485.88235233885,46646.94,23161.05764766116,580.2202318231252,95,Muito Alta,Validação documentos
407,793,41,2018-05-05,0.011,83168.98128547074,148156.91,64987.92871452927,1634.2994171720768,75,Média Alta,Validação documentos
459,746,41,2013-11-27,0.015,5419.378672574461,7083.25,1663.8713274255383,122.66050231662184,73,Média,Validação documentos
1738,219,41,2021-05-22,0.0177,148260.37573945033,235254.36,86993.98426054965,3923.148108298046,63,Média Alta,Validação documentos
74,521,42,2011-01-15,0.0149,183802.99466044497,225791.78,41988.78533955505,3646.732104245493,94,Extrema,Validação documentos
136,658,42,2011-12-21,0.0246,29567.905276889476,52244.44,22676.53472311053,1247.443286657762,36,Média Alta,Validação documentos
315,183,42,2015-06-16,0.0153,137071.4199593212,165345.14,28273.720040678792,3748.043166426257,54,Muito Alta,Validação documentos
648,794,42,2020-11-30,0.0095,115350.99683918493,211447.42,96096.4231608151,2157.446296621108,75,Baixa,Validação documentos
1084,126,42,2022-08-08,0.0221,133629.72521240296,165005.29,31375.564787597054,3645.452540812608,76,Baixa,Validação documentos
1351,71,42,2021-02-12,0.0154,80735.33670116527,154852.7,74117.36329883472,2071.2866918633363,60,Muito Alta,Validação documentos
1511,929,42,2016-04-05,0.0145,149434.980233163,233106.08,83671.09976683701,3357.791479546107,72,Extrema,Validação documentos
592,379,43,2016-02-29,0.0225,53675.361438010346,99134.66,45459.29856198966,2479.766389124376,30,Muito Baixa,Validação documentos
745,858,43,2014-10-29,0.0246,61551.75368238341,89339.63,27787.8763176166,1797.6940272870795,76,Extrema,Validação documentos
781,103,43,2021-08-17,0.0214,11453.39966479471,14530.19,3076.7903352052917,274.85647879695927,105,Muito Baixa,Validação documentos
949,560,43,2016-05-04,0.0121,76701.28331740524,123000.84,46299.55668259476,3573.838710735931,25,Baixa,Validação documentos
1088,358,43,2014-03-28,0.0202,67799.94087333533,112570.98,44771.039126664655,1647.4069383160547,89,Média Alta,Validação documentos
1407,667,43,2010-07-07,0.0094,66156.24098942822,89567.96,23411.719010571796,1335.249005275108,67,Muito Baixa,Validação documentos
1676,924,43,2017-07-26,0.017,118131.86356680671,192952.64,74820.77643319328,3323.1603256723006,55,Média Alta,Validação documentos
587,266,44,2021-04-01,0.0137,76609.37799757114,150537.1,73927.72200242888,1770.966192725794,66,Baixa,Validação documentos
664,971,44,2013-02-08,0.0134,18178.532400270968,34721.08,16542.547599729034,306.46352712254986,119,Muito Baixa,Validação documentos
776,744,44,2022-08-02,0.0121,63088.849627121,93017.02,29928.170372879,1010.8611794321108,117,Média Alta,Validação documentos
1631,784,44,2018-06-03,0.0178,7629.913106919616,10451.96,2822.0468930803827,199.03466768764707,65,Extrema,Validação documentos
1656,682,44,2020-04-28,0.0223,11145.284323556538,15777.05,4631.7656764434605,11393.824163971856,1,Muito Baixa,Validação documentos
1779,245,44,2012-10-02,0.0238,27959.511283383465,48966.22,21006.708716616537,1208.6855322529432,34,Baixa,Validação documentos
31,997,45,2018-04-29,0.0096,112587.57323100451,140514.26,27926.68676899548,1636.9492706622812,113,Alta,Validação documentos
257,690,45,2018-10-30,0.0172,176449.99221750328,240493.02,64043.0277824967,3655.331981774128,104,Muito Baixa,Validação documentos
281,723,45,2013-01-10,0.0102,140906.90437270212,209022.44,68115.53562729788,3920.339363709666,45,Média,Validação documentos
1018,840,45,2015-08-01,0.0248,122930.67128172424,175352.43,52421.75871827576,12906.245006283109,11,Muito Alta,Validação documentos
1439,999,45,2019-04-27,0.023,142746.74124534783,187878.54,45131.798754652176,4012.1336466536313,75,Alta,Validação documentos
1773,27,45,2022-09-20,0.0096,72508.41333674343,112191.98,39683.56666325656,5959.543207236944,13,Baixa,Validação documentos
75,504,46,2010-05-22,0.0107,53891.9060712637,82607.67,28715.763928736294,799.5861607764774,120,Muito Alta,Validação documentos
298,475,46,2015-03-28,0.0128,81338.80661272406,115991.17,34652.36338727593,1782.1017298284717,69,Alta,Validação documentos
452,43,46,2022-06-20,0.0099,19728.66304536256,29913.81,10185.146954637445,1624.829950537677,13,Baixa,Validação documentos
1998,657,46,2018-12-06,0.0166,179835.53348878425,217734.4,37898.866511215754,4007.077024328064,83,Alta,Validação documentos
42,661,47,2011-03-06,0.0135,68016.90068624521,82315.96,14299.059313754806,2507.8513263575355,34,Média Alta,Validação documentos
192,594,47,2016-06-07,0.0182,152375.39280082434,249035.39,96659.99719917568,7408.358578218984,26,Média Alta,Validação documentos
864,378,47,2013-12-16,0.0158,79873.742451539,103169.64,23295.897548461005,2709.097803091168,40,Média Alta,Validação documentos
1083,820,47,2012-09-07,0.0155,105206.31193942166,194504.44,89298.12806057834,1965.9585499878815,115,Extrema,Validação documentos
1155,707,47,2011-04-30,0.0087,15848.65851798091,19948.27,4099.6114820190905,218.61606719259916,115,Muito Alta,Validação documentos
1478,637,47,2014-01-15,0.0138,125713.56971171431,172106.2,46392.63028828569,2537.1926108793255,84,Média Alta,Validação documentos
1697,564,47,2022-02-14,0.0223,55592.05979053534,107539.76,51947.700209464645,1382.2709174634133,103,Média,Validação documentos
1745,424,47,2017-08-27,0.0234,12940.982128869384,20831.83,7890.847871130619,517.8306868586172,38,Extrema,Validação documentos
275,332,48,2017-08-07,0.0166,46387.889725467416,88725.05,42337.16027453259,978.1502769356805,94,Muito Baixa,Validação documentos
361,265,48,2016-10-29,0.0189,100862.14318089036,153122.88,52260.73681910964,7363.936270434342,16,Média Alta,Validação documentos
1223,279,48,2016-07-13,0.0146,43924.49558291577,59711.93,15787.434417084232,9173.39546105905,5,Muito Alta,Validação documentos
1450,920,48,2014-11-09,0.014,3656.325400595033,4440.22,783.894599404967,75.75455163903175,81,Extrema,Validação documentos
1508,528,48,2022-04-22,0.0146,112141.8524462624,201827.11,89685.2575537376,5055.543761900513,27,Média,Validação documentos
350,738,49,2014-03-28,0.0171,106319.839669054,210478.52,104158.68033094598,2656.822036135971,68,Extrema,Validação documentos
409,467,49,2014-07-11,0.0096,35554.279881169874,60545.37,24991.090118830125,1454.1416336149434,28,Média,Validação documentos
559,375,49,2022-09-19,0.0213,103759.68761047408,158635.86,54876.1723895259,3708.3369830285624,43,Extrema,Validação documentos
927,371,49,2010-10-20,0.0222,64101.696982368885,81144.26,17042.563017631113,3714.5295559965584,22,Média Alta,Validação documentos
1154,326,49,2014-08-03,0.0111,166623.71808424935,228895.44,62271.72191575065,2550.524065158159,117,Média,Validação documentos
1220,917,49,2020-08-03,0.014,91234.44773353498,180077.48,88843.03226646503,1733.6540148577512,96,Muito Alta,Validação documentos
1751,109,49,2015-05-31,0.018,4285.8051909937,7194.61,2908.804809006299,120.86374220072362,57,Muito Alta,Validação documentos
1295,927,50,2022-01-28,0.0123,157633.9506389586,199276.92,41642.9693610414,2600.1430774528067,112,Média Alta,Validação documentos
1572,950,50,2017-06-10,0.0124,96023.28115863145,148429.81,52406.52884136855,1559.4790626589545,117,Muito Alta,Validação documentos
778,452,51,2015-11-24,0.0248,107064.70927766984,137822.99,30758.280722330142,4990.395426532282,31,Média Alta,Validação documentos
1741,295,51,2020-09-07,0.0083,9775.187813829536,19046.08,9270.892186170466,146.1450873159825,98,Média Alta,Validação documentos
1910,997,51,2013-06-10,0.0181,18534.019170165575,24177.91,5643.890829834422,768.1065369296373,32,Muito Baixa,Validação documentos
613,737,52,2016-08-15,0.0117,154962.4979820659,206269.97,51307.47201793413,2971.1105705732507,81,Muito Alta,Validação documentos
898,82,52,2013-06-07,0.0107,107944.65825786226,186552.83,78608.17174213773,1940.1330761650831,85,Média,Validação documentos
1015,120,52,2015-05-04,0.0124,75962.66986519362,112835.8,36873.13013480639,3227.7389992292815,28,Média Alta,Validação documentos
279,517,53,2012-01-25,0.0086,84614.5829016137,162394.06,77779.4770983863,2235.0137465761395,46,Muito Baixa,Validação documentos
312,942,53,2016-04-13,0.018,116670.33593064388,178652.68,61982.34406935612,3290.2133382137413,57,Muito Alta,Validação documentos
373,548,53,2011-02-17,0.0222,98283.60244970724,139798.65,41515.04755029275,2401.1839844263777,109,Alta,Validação documentos
940,991,53,2013-05-05,0.0094,30032.330422418963,36866.8,6834.4695775810405,575.9540357597128,72,Muito Alta,Validação documentos
1320,5,53,2012-12-19,0.0159,59852.05156367658,79229.78,19377.728436323418,2592.2057171920005,29,Muito Alta,Validação documentos
1768,542,53,2012-05-24,0.0247,102826.15859688616,134778.99,31952.831403113847,6846.142382839361,19,Muito Alta,Validação documentos
1078,395,54,2014-02-19,0.0244,39138.65888207351,49429.78,10291.121117926492,20288.44449094587,2,Muito Alta,Validação documentos
1627,651,54,2010-09-11,0.0229,102199.63351594278,152867.12,50667.48648405722,2579.7554201768367,105,Baixa,Validação documentos
1677,881,54,2022-04-06,0.0117,130962.23754065463,236449.64,105487.40245934537,2162.4250431870573,106,Muito Alta,Validação documentos
1748,7,54,2013-09-23,0.0187,28240.991614714017,41620.86,13379.86838528598,947.3615943551245,44,Extrema,Validação documentos
1047,166,55,2018-02-13,0.0141,25122.988812094874,32393.19,7270.201187905126,1032.803387361953,30,Muito Alta,Validação documentos
1225,589,55,2010-02-12,0.0169,79199.41170959527,157968.47,78769.05829040473,1634.223845390432,102,Alta,Validação documentos
1943,937,55,2010-04-15,0.0119,160604.93374197755,216225.23,55620.29625802245,3599.3981460390114,64,Muito Baixa,Validação documentos
237,862,56,2018-05-15,0.011,78874.82005448558,115096.34,36221.51994551441,1944.9416768190008,54,Baixa,Validação documentos
238,201,56,2020-03-29,0.0189,71355.9187491425,90989.6,19633.68125085751,1529.5837747824976,114,Extrema,Validação documentos
507,52,56,2012-04-24,0.0151,89815.72839675249,144180.4,54364.67160324751,1882.9471547841424,85,Média Alta,Validação documentos
589,319,56,2017-11-24,0.0115,75760.50464776959,108888.98,33128.47535223041,2000.8134389743173,50,Média,Validação documentos
753,867,56,2020-10-17,0.0118,71643.0355380068,94801.74,23158.7044619932,2350.4396077729552,38,Média Alta,Validação documentos
1520,510,56,2012-10-14,0.018,112487.74466473004,224818.4,112330.65533526994,4359.841925562944,35,Extrema,Validação documentos
1891,188,56,2016-11-18,0.0139,90814.58569980244,160733.9,69919.31430019754,3156.125132029524,37,Muito Baixa,Validação documentos
196,818,57,2017-03-14,0.0084,71001.67744064334,140713.99,69712.31255935665,1201.539580506075,82,Muito Alta,Validação documentos
1167,204,57,2014-06-18,0.0111,132997.9408401376,170799.29,37801.34915986241,2233.3402297281355,98,Média Alta,Validação documentos
911,124,58,2019-05-26,0.0088,23833.829137529163,28268.19,4434.360862470834,332.0299167399784,114,Muito Baixa,Validação documentos
1151,200,58,2015-05-19,0.023,41882.61467307086,55429.71,13547.095326929142,1523.442020583252,44,Baixa,Validação documentos
1441,342,58,2021-02-26,0.0239,35917.273526463134,55694.86,19777.586473536867,968.7027967321415,92,Alta,Validação documentos
657,782,59,2015-11-04,0.0158,100683.17812023606,172385.57,71702.39187976395,1963.4943551074884,106,Alta,Validação documentos
846,817,59,2020-06-02,0.0166,75574.23934708902,92324.12,16749.88065291096,2750.0134297883847,37,Média Alta,Validação documentos
1001,382,59,2022-11-23,0.0173,48982.12539980374,63327.36,14345.23460019626,1403.084345438936,54,Extrema,Validação documentos
1173,484,59,2016-12-10,0.008,98816.89178448624,164708.79,65891.89821551376,1324.5795645747255,114,Muito Baixa,Validação documentos
271,371,60,2017-03-07,0.0115,98377.84411930847,194572.02,96194.1758806915,2423.5298951551954,55,Alta,Validação documentos
541,975,60,2019-05-14,0.0172,155677.24931868495,195077.87,39400.62068131504,3107.449584698747,116,Média,Validação documentos
171,287,61,2012-08-25,0.0202,65243.898019314154,81561.96,16318.06198068586,1549.7495685842316,95,Muito Alta,Validação documentos
732,446,61,2018-01-27,0.0232,3643.8270635415415,4746.41,1102.5829364584583,101.04194719349634,79,Extrema,Validação documentos
847,340,61,2012-01-13,0.0216,147145.05361955723,242003.35,94858.29638044276,10433.915923043289,17,Extrema,Validação documentos
871,204,61,2015-07-24,0.0112,111999.03610222248,141174.23,29175.193897777543,4989.156348333168,26,Muito Alta,Validação documentos
1202,727,61,2013-07-10,0.0196,78432.29778918938,151023.86,72591.5622108106,7398.319290746042,12,Média,Validação documentos
1364,106,61,2018-01-07,0.0223,172984.896224653,216795.47,43810.573775347,4521.2104951287165,87,Extrema,Validação documentos
1389,816,61,2013-04-05,0.0176,23214.49119127068,41458.0,18243.50880872932,470.7881899795804,116,Extrema,Validação documentos
1637,624,61,2016-08-07,0.0081,67980.46719419549,111265.8,43285.3328058045,2184.612720650883,36,Extrema,Validação documentos
617,410,62,2014-09-26,0.0151,19352.03924104112,37225.21,17873.170758958877,439.32583230803033,73,Muito Alta,Validação documentos
695,583,62,2021-11-03,0.0203,155637.61670077717,191034.54,35396.92329922284,9176.796518524883,21,Alta,Validação documentos
817,974,62,2015-02-23,0.0169,37342.065876606765,46838.35,9496.284123393225,1157.7485253321174,47,Baixa,Validação documentos
1297,736,62,2019-01-14,0.0182,78684.06896199664,96060.85,17376.781038003355,1621.6405519343316,119,Alta,Validação documentos
1412,29,62,2016-05-27,0.0133,89540.97934769008,108788.44,19247.46065230992,1712.2669400904576,90,Alta,Validação documentos
1858,756,62,2019-07-31,0.0198,95566.4929304724,122175.94,26609.447069527603,6363.282222520045,18,Baixa,Validação documentos
17,543,63,2019-05-27,0.0237,35834.33069822843,65794.08,29959.74930177157,907.8623164323571,117,Baixa,Validação documentos
160,609,63,2014-01-29,0.0135,12591.130283202963,17199.61,4608.479716797036,301.08394890846927,62,Muito Alta,Validação documentos
356,102,63,2019-04-01,0.0089,158206.13306493833,224611.67,66405.53693506168,3757.2035692938257,53,Muito Alta,Validação documentos
